Comunidad autónoma;Divisiones COICOP;Año;Total
Extremadura;P.4. Consumo final efectivo de los hogares;2019;15.791.113
Extremadura;P.4. Consumo final efectivo de los hogares;2020;14.555.469
Extremadura;P.4. Consumo final efectivo de los hogares;2021;16.052.645
Extremadura;P.4. Consumo final efectivo de los hogares;2022 (P);17.522.443
Galicia;01. Alimentos y bebidas no alcohólicas;2016;5.298.883
Galicia;01. Alimentos y bebidas no alcohólicas;2017;5.276.179
Galicia;01. Alimentos y bebidas no alcohólicas;2018;5.378.278
Galicia;01. Alimentos y bebidas no alcohólicas;2019;5.380.404
Galicia;01. Alimentos y bebidas no alcohólicas;2020;5.896.047
Galicia;01. Alimentos y bebidas no alcohólicas;2021;5.862.679
Galicia;01. Alimentos y bebidas no alcohólicas;2022 (P);6.194.004
Galicia;02. Bebidas alcohólicas, tabaco y narcóticos;2016;1.429.344
Galicia;02. Bebidas alcohólicas, tabaco y narcóticos;2017;1.405.151
Galicia;02. Bebidas alcohólicas, tabaco y narcóticos;2018;1.411.078
Galicia;02. Bebidas alcohólicas, tabaco y narcóticos;2019;1.415.743
Galicia;02. Bebidas alcohólicas, tabaco y narcóticos;2020;1.530.967
Galicia;02. Bebidas alcohólicas, tabaco y narcóticos;2021;1.535.231
Galicia;02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);1.585.694
Galicia;03. Artículos de vestir y calzado;2016;1.793.003
Galicia;03. Artículos de vestir y calzado;2017;1.784.996
Galicia;03. Artículos de vestir y calzado;2018;1.714.393
Galicia;03. Artículos de vestir y calzado;2019;1.733.218
Galicia;03. Artículos de vestir y calzado;2020;1.237.155
Galicia;03. Artículos de vestir y calzado;2021;1.452.621
Galicia;03. Artículos de vestir y calzado;2022 (P);1.590.237
Galicia;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;7.730.276
Galicia;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;7.881.708
Galicia;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;8.015.929
Galicia;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;8.135.888
Galicia;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;8.083.551
Galicia;04. Vivienda, agua, electricidad, gas y otros combustibles;2021;8.613.777
Galicia;04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);9.198.663
Galicia;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;1.733.994
Galicia;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;1.763.663
Galicia;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;1.777.674
Galicia;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;1.758.427
Galicia;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;1.606.477
Galicia;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;1.884.518
Galicia;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);1.968.702
Galicia;06. Salud;2016;1.624.895
Galicia;06. Salud;2017;1.784.358
Galicia;06. Salud;2018;1.858.941
Galicia;06. Salud;2019;1.964.439
Galicia;06. Salud;2020;1.888.939
Galicia;06. Salud;2021;1.928.533
Galicia;06. Salud;2022 (P);1.959.591
Galicia;07. Transporte;2016;4.371.810
Galicia;07. Transporte;2017;4.788.022
Galicia;07. Transporte;2018;4.953.071
Galicia;07. Transporte;2019;5.002.465
Galicia;07. Transporte;2020;3.795.499
Galicia;07. Transporte;2021;4.732.865
Galicia;07. Transporte;2022 (P);5.601.400
Galicia;08. Información y comunicación;2016;1.094.409
Galicia;08. Información y comunicación;2017;1.148.785
Galicia;08. Información y comunicación;2018;1.187.180
Galicia;08. Información y comunicación;2019;1.183.997
Galicia;08. Información y comunicación;2020;1.198.419
Galicia;08. Información y comunicación;2021;1.266.317
Galicia;08. Información y comunicación;2022 (P);1.345.579
Galicia;09. Ocio, deporte y cultura;2016;1.969.704
Galicia;09. Ocio, deporte y cultura;2017;2.171.693
Galicia;09. Ocio, deporte y cultura;2018;2.226.080
Galicia;09. Ocio, deporte y cultura;2019;2.312.628
Galicia;09. Ocio, deporte y cultura;2020;1.482.805
Galicia;09. Ocio, deporte y cultura;2021;1.961.803
Galicia;09. Ocio, deporte y cultura;2022 (P);2.787.289
Galicia;10. Servicios para la educación;2016;446.727
Galicia;10. Servicios para la educación;2017;451.381
Galicia;10. Servicios para la educación;2018;453.106
Galicia;10. Servicios para la educación;2019;456.517
Galicia;10. Servicios para la educación;2020;436.808
Galicia;10. Servicios para la educación;2021;389.423
Galicia;10. Servicios para la educación;2022 (P);391.388
Galicia;11. Restaurantes y servicios de alojamiento;2016;4.423.732
Galicia;11. Restaurantes y servicios de alojamiento;2017;4.918.424
Galicia;11. Restaurantes y servicios de alojamiento;2018;5.038.646
Galicia;11. Restaurantes y servicios de alojamiento;2019;5.077.411
Galicia;11. Restaurantes y servicios de alojamiento;2020;2.869.517
Galicia;11. Restaurantes y servicios de alojamiento;2021;4.038.717
Galicia;11. Restaurantes y servicios de alojamiento;2022 (P);5.555.396
Galicia;12. Seguros y servicios financieros;2016;1.228.949
Galicia;12. Seguros y servicios financieros;2017;1.258.050
Galicia;12. Seguros y servicios financieros;2018;1.334.088
Galicia;12. Seguros y servicios financieros;2019;1.416.511
Galicia;12. Seguros y servicios financieros;2020;1.356.346
Galicia;12. Seguros y servicios financieros;2021;1.335.199
Galicia;12. Seguros y servicios financieros;2022 (P);1.613.207
Galicia;13. Cuidados personales, protección social y bienes y servicios varios;2016;1.830.582
Galicia;13. Cuidados personales, protección social y bienes y servicios varios;2017;1.913.743
Galicia;13. Cuidados personales, protección social y bienes y servicios varios;2018;1.946.133
Galicia;13. Cuidados personales, protección social y bienes y servicios varios;2019;2.009.042
Galicia;13. Cuidados personales, protección social y bienes y servicios varios;2020;1.788.389
Galicia;13. Cuidados personales, protección social y bienes y servicios varios;2021;2.082.275
Galicia;13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);2.427.051
Galicia;Total gasto en consumo final de los hogares interior;2016;34.976.308
Galicia;Total gasto en consumo final de los hogares interior;2017;36.546.153
Galicia;Total gasto en consumo final de los hogares interior;2018;37.294.597
Galicia;Total gasto en consumo final de los hogares interior;2019;37.846.690
Galicia;Total gasto en consumo final de los hogares interior;2020;33.170.919
Galicia;Total gasto en consumo final de los hogares interior;2021;37.083.958
Galicia;Total gasto en consumo final de los hogares interior;2022 (P);42.218.201
Galicia;P.3. Gasto en consumo final de los hogares;2016;34.052.643
Galicia;P.3. Gasto en consumo final de los hogares;2017;35.485.944
Galicia;P.3. Gasto en consumo final de los hogares;2018;36.197.885
Galicia;P.3. Gasto en consumo final de los hogares;2019;36.710.075
Galicia;P.3. Gasto en consumo final de los hogares;2020;32.279.978
Galicia;P.3. Gasto en consumo final de los hogares;2021;35.934.833
Galicia;P.3. Gasto en consumo final de los hogares;2022 (P);40.652.369
Galicia;P.4. Consumo final efectivo de los hogares;2016;42.021.545
Galicia;P.4. Consumo final efectivo de los hogares;2017;43.654.554
Galicia;P.4. Consumo final efectivo de los hogares;2018;44.583.999
Galicia;P.4. Consumo final efectivo de los hogares;2019;45.547.469
Galicia;P.4. Consumo final efectivo de los hogares;2020;41.523.877
Galicia;P.4. Consumo final efectivo de los hogares;2021;45.719.296
Galicia;P.4. Consumo final efectivo de los hogares;2022 (P);50.894.693
Madrid (Comunidad de);01. Alimentos y bebidas no alcohólicas;2016;11.048.172
Madrid (Comunidad de);01. Alimentos y bebidas no alcohólicas;2017;11.157.953
Madrid (Comunidad de);01. Alimentos y bebidas no alcohólicas;2018;11.842.589
Madrid (Comunidad de);01. Alimentos y bebidas no alcohólicas;2019;12.207.260
Madrid (Comunidad de);01. Alimentos y bebidas no alcohólicas;2020;13.319.939
Madrid (Comunidad de);01. Alimentos y bebidas no alcohólicas;2021;13.130.024
Madrid (Comunidad de);01. Alimentos y bebidas no alcohólicas;2022 (P);13.820.927
Madrid (Comunidad de);02. Bebidas alcohólicas, tabaco y narcóticos;2016;3.477.840
Madrid (Comunidad de);02. Bebidas alcohólicas, tabaco y narcóticos;2017;3.501.471
Madrid (Comunidad de);02. Bebidas alcohólicas, tabaco y narcóticos;2018;3.545.516
Madrid (Comunidad de);02. Bebidas alcohólicas, tabaco y narcóticos;2019;3.596.723
Madrid (Comunidad de);02. Bebidas alcohólicas, tabaco y narcóticos;2020;3.775.998
Madrid (Comunidad de);02. Bebidas alcohólicas, tabaco y narcóticos;2021;3.781.361
Madrid (Comunidad de);02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);3.877.786
Madrid (Comunidad de);03. Artículos de vestir y calzado;2016;4.021.760
Madrid (Comunidad de);03. Artículos de vestir y calzado;2017;3.974.280
Madrid (Comunidad de);03. Artículos de vestir y calzado;2018;3.855.875
Madrid (Comunidad de);03. Artículos de vestir y calzado;2019;3.894.592
Madrid (Comunidad de);03. Artículos de vestir y calzado;2020;2.871.395
Madrid (Comunidad de);03. Artículos de vestir y calzado;2021;3.306.179
Madrid (Comunidad de);03. Artículos de vestir y calzado;2022 (P);3.637.363
Madrid (Comunidad de);04. Vivienda, agua, electricidad, gas y otros combustibles;2016;25.567.490
Madrid (Comunidad de);04. Vivienda, agua, electricidad, gas y otros combustibles;2017;26.306.295
Madrid (Comunidad de);04. Vivienda, agua, electricidad, gas y otros combustibles;2018;27.283.438
Madrid (Comunidad de);04. Vivienda, agua, electricidad, gas y otros combustibles;2019;28.041.224
Madrid (Comunidad de);04. Vivienda, agua, electricidad, gas y otros combustibles;2020;27.829.029
Madrid (Comunidad de);04. Vivienda, agua, electricidad, gas y otros combustibles;2021;28.929.890
Madrid (Comunidad de);04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);30.013.025
Madrid (Comunidad de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;5.116.888
Madrid (Comunidad de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;5.272.698
Madrid (Comunidad de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;5.401.037
Madrid (Comunidad de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;5.341.217
Madrid (Comunidad de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;4.824.951
Madrid (Comunidad de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;5.461.417
Madrid (Comunidad de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);5.663.956
Madrid (Comunidad de);06. Salud;2016;4.265.336
Madrid (Comunidad de);06. Salud;2017;4.755.745
Madrid (Comunidad de);06. Salud;2018;5.019.696
Madrid (Comunidad de);06. Salud;2019;5.318.919
Madrid (Comunidad de);06. Salud;2020;5.250.462
Madrid (Comunidad de);06. Salud;2021;5.521.579
Madrid (Comunidad de);06. Salud;2022 (P);5.675.319
Madrid (Comunidad de);07. Transporte;2016;11.864.302
Madrid (Comunidad de);07. Transporte;2017;13.117.358
Madrid (Comunidad de);07. Transporte;2018;13.918.498
Madrid (Comunidad de);07. Transporte;2019;13.919.964
Madrid (Comunidad de);07. Transporte;2020;10.403.133
Madrid (Comunidad de);07. Transporte;2021;12.583.575
Madrid (Comunidad de);07. Transporte;2022 (P);14.503.286
Madrid (Comunidad de);08. Información y comunicación;2016;3.244.135
Madrid (Comunidad de);08. Información y comunicación;2017;3.388.640
Madrid (Comunidad de);08. Información y comunicación;2018;3.598.070
Madrid (Comunidad de);08. Información y comunicación;2019;3.568.034
Madrid (Comunidad de);08. Información y comunicación;2020;3.557.240
Madrid (Comunidad de);08. Información y comunicación;2021;3.758.529
Madrid (Comunidad de);08. Información y comunicación;2022 (P);4.045.192
Madrid (Comunidad de);09. Ocio, deporte y cultura;2016;7.960.027
Madrid (Comunidad de);09. Ocio, deporte y cultura;2017;8.639.281
Madrid (Comunidad de);09. Ocio, deporte y cultura;2018;9.195.850
Madrid (Comunidad de);09. Ocio, deporte y cultura;2019;9.666.748
Madrid (Comunidad de);09. Ocio, deporte y cultura;2020;5.620.014
Madrid (Comunidad de);09. Ocio, deporte y cultura;2021;7.337.264
Madrid (Comunidad de);09. Ocio, deporte y cultura;2022 (P);10.644.740
Madrid (Comunidad de);10. Servicios para la educación;2016;2.127.591
Madrid (Comunidad de);10. Servicios para la educación;2017;2.158.706
Madrid (Comunidad de);10. Servicios para la educación;2018;2.190.480
Madrid (Comunidad de);10. Servicios para la educación;2019;2.230.476
Madrid (Comunidad de);10. Servicios para la educación;2020;2.198.808
Madrid (Comunidad de);10. Servicios para la educación;2021;1.965.149
Madrid (Comunidad de);10. Servicios para la educación;2022 (P);1.978.652
Madrid (Comunidad de);11. Restaurantes y servicios de alojamiento;2016;11.768.468
Madrid (Comunidad de);11. Restaurantes y servicios de alojamiento;2017;12.544.405
Madrid (Comunidad de);11. Restaurantes y servicios de alojamiento;2018;13.235.131
Madrid (Comunidad de);11. Restaurantes y servicios de alojamiento;2019;13.498.088
Madrid (Comunidad de);11. Restaurantes y servicios de alojamiento;2020;8.378.272
Madrid (Comunidad de);11. Restaurantes y servicios de alojamiento;2021;9.814.714
Madrid (Comunidad de);11. Restaurantes y servicios de alojamiento;2022 (P);13.397.592
Madrid (Comunidad de);12. Seguros y servicios financieros;2016;6.050.688
Madrid (Comunidad de);12. Seguros y servicios financieros;2017;6.733.285
Madrid (Comunidad de);12. Seguros y servicios financieros;2018;7.930.115
Madrid (Comunidad de);12. Seguros y servicios financieros;2019;8.635.927
Madrid (Comunidad de);12. Seguros y servicios financieros;2020;8.937.353
Madrid (Comunidad de);12. Seguros y servicios financieros;2021;8.635.092
Madrid (Comunidad de);12. Seguros y servicios financieros;2022 (P);9.961.704
Madrid (Comunidad de);13. Cuidados personales, protección social y bienes y servicios varios;2016;5.021.600
Madrid (Comunidad de);13. Cuidados personales, protección social y bienes y servicios varios;2017;5.257.187
Madrid (Comunidad de);13. Cuidados personales, protección social y bienes y servicios varios;2018;5.492.312
Madrid (Comunidad de);13. Cuidados personales, protección social y bienes y servicios varios;2019;5.684.150
Madrid (Comunidad de);13. Cuidados personales, protección social y bienes y servicios varios;2020;4.834.287
Madrid (Comunidad de);13. Cuidados personales, protección social y bienes y servicios varios;2021;5.271.482
Madrid (Comunidad de);13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);5.909.991
Madrid (Comunidad de);Total gasto en consumo final de los hogares interior;2016;101.534.297
Madrid (Comunidad de);Total gasto en consumo final de los hogares interior;2017;106.807.304
Madrid (Comunidad de);Total gasto en consumo final de los hogares interior;2018;112.508.607
Madrid (Comunidad de);Total gasto en consumo final de los hogares interior;2019;115.603.322
Madrid (Comunidad de);Total gasto en consumo final de los hogares interior;2020;101.800.881
Madrid (Comunidad de);Total gasto en consumo final de los hogares interior;2021;109.496.255
Madrid (Comunidad de);Total gasto en consumo final de los hogares interior;2022 (P);123.129.533
Madrid (Comunidad de);P.3. Gasto en consumo final de los hogares;2016;109.297.049
Madrid (Comunidad de);P.3. Gasto en consumo final de los hogares;2017;115.633.858
Madrid (Comunidad de);P.3. Gasto en consumo final de los hogares;2018;121.239.521
Madrid (Comunidad de);P.3. Gasto en consumo final de los hogares;2019;125.385.395
Madrid (Comunidad de);P.3. Gasto en consumo final de los hogares;2020;108.152.932
Madrid (Comunidad de);P.3. Gasto en consumo final de los hogares;2021;117.341.951
Madrid (Comunidad de);P.3. Gasto en consumo final de los hogares;2022 (P);132.821.654
Madrid (Comunidad de);P.4. Consumo final efectivo de los hogares;2016;126.476.494
Madrid (Comunidad de);P.4. Consumo final efectivo de los hogares;2017;133.312.051
Madrid (Comunidad de);P.4. Consumo final efectivo de los hogares;2018;139.465.254
Madrid (Comunidad de);P.4. Consumo final efectivo de los hogares;2019;144.828.929
Madrid (Comunidad de);P.4. Consumo final efectivo de los hogares;2020;129.093.781
Madrid (Comunidad de);P.4. Consumo final efectivo de los hogares;2021;139.779.021
Madrid (Comunidad de);P.4. Consumo final efectivo de los hogares;2022 (P);156.977.841
Murcia (Región de);01. Alimentos y bebidas no alcohólicas;2016;2.680.984
Murcia (Región de);01. Alimentos y bebidas no alcohólicas;2017;2.746.237
Murcia (Región de);01. Alimentos y bebidas no alcohólicas;2018;2.886.117
Murcia (Región de);01. Alimentos y bebidas no alcohólicas;2019;2.899.385
Murcia (Región de);01. Alimentos y bebidas no alcohólicas;2020;3.064.125
Murcia (Región de);01. Alimentos y bebidas no alcohólicas;2021;3.024.273
Murcia (Región de);01. Alimentos y bebidas no alcohólicas;2022 (P);3.236.174
Murcia (Región de);02. Bebidas alcohólicas, tabaco y narcóticos;2016;965.692
Murcia (Región de);02. Bebidas alcohólicas, tabaco y narcóticos;2017;972.963
Murcia (Región de);02. Bebidas alcohólicas, tabaco y narcóticos;2018;995.136
Murcia (Región de);02. Bebidas alcohólicas, tabaco y narcóticos;2019;982.683
Murcia (Región de);02. Bebidas alcohólicas, tabaco y narcóticos;2020;1.023.628
Murcia (Región de);02. Bebidas alcohólicas, tabaco y narcóticos;2021;1.016.746
Murcia (Región de);02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);1.118.883
Murcia (Región de);03. Artículos de vestir y calzado;2016;910.254
Murcia (Región de);03. Artículos de vestir y calzado;2017;921.867
Murcia (Región de);03. Artículos de vestir y calzado;2018;922.370
Murcia (Región de);03. Artículos de vestir y calzado;2019;935.863
Murcia (Región de);03. Artículos de vestir y calzado;2020;651.313
Murcia (Región de);03. Artículos de vestir y calzado;2021;731.261
Murcia (Región de);03. Artículos de vestir y calzado;2022 (P);789.284
Murcia (Región de);04. Vivienda, agua, electricidad, gas y otros combustibles;2016;3.615.544
Murcia (Región de);04. Vivienda, agua, electricidad, gas y otros combustibles;2017;3.717.697
Murcia (Región de);04. Vivienda, agua, electricidad, gas y otros combustibles;2018;3.820.845
Murcia (Región de);04. Vivienda, agua, electricidad, gas y otros combustibles;2019;3.872.832
Murcia (Región de);04. Vivienda, agua, electricidad, gas y otros combustibles;2020;3.825.160
Murcia (Región de);04. Vivienda, agua, electricidad, gas y otros combustibles;2021;4.094.377
Murcia (Región de);04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);4.346.835
Murcia (Región de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;917.881
Murcia (Región de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;971.830
Murcia (Región de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;1.008.805
Murcia (Región de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;991.090
Murcia (Región de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;873.144
Murcia (Región de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;1.020.290
Murcia (Región de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);1.074.520
Murcia (Región de);06. Salud;2016;871.087
Murcia (Región de);06. Salud;2017;932.397
Murcia (Región de);06. Salud;2018;973.812
Murcia (Región de);06. Salud;2019;1.038.190
Murcia (Región de);06. Salud;2020;929.206
Murcia (Región de);06. Salud;2021;917.398
Murcia (Región de);06. Salud;2022 (P);962.078
Murcia (Región de);07. Transporte;2016;2.239.082
Murcia (Región de);07. Transporte;2017;2.507.176
Murcia (Región de);07. Transporte;2018;2.656.163
Murcia (Región de);07. Transporte;2019;2.620.913
Murcia (Región de);07. Transporte;2020;1.952.503
Murcia (Región de);07. Transporte;2021;2.369.203
Murcia (Región de);07. Transporte;2022 (P);2.690.278
Murcia (Región de);08. Información y comunicación;2016;572.089
Murcia (Región de);08. Información y comunicación;2017;586.942
Murcia (Región de);08. Información y comunicación;2018;607.458
Murcia (Región de);08. Información y comunicación;2019;586.614
Murcia (Región de);08. Información y comunicación;2020;588.997
Murcia (Región de);08. Información y comunicación;2021;620.983
Murcia (Región de);08. Información y comunicación;2022 (P);665.221
Murcia (Región de);09. Ocio, deporte y cultura;2016;1.261.277
Murcia (Región de);09. Ocio, deporte y cultura;2017;1.354.504
Murcia (Región de);09. Ocio, deporte y cultura;2018;1.427.788
Murcia (Región de);09. Ocio, deporte y cultura;2019;1.389.717
Murcia (Región de);09. Ocio, deporte y cultura;2020;861.083
Murcia (Región de);09. Ocio, deporte y cultura;2021;1.113.819
Murcia (Región de);09. Ocio, deporte y cultura;2022 (P);1.588.660
Murcia (Región de);10. Servicios para la educación;2016;356.443
Murcia (Región de);10. Servicios para la educación;2017;363.731
Murcia (Región de);10. Servicios para la educación;2018;367.523
Murcia (Región de);10. Servicios para la educación;2019;370.950
Murcia (Región de);10. Servicios para la educación;2020;360.717
Murcia (Región de);10. Servicios para la educación;2021;329.902
Murcia (Región de);10. Servicios para la educación;2022 (P);353.602
Murcia (Región de);11. Restaurantes y servicios de alojamiento;2016;2.425.336
Murcia (Región de);11. Restaurantes y servicios de alojamiento;2017;2.656.049
Murcia (Región de);11. Restaurantes y servicios de alojamiento;2018;2.741.353
Murcia (Región de);11. Restaurantes y servicios de alojamiento;2019;2.789.021
Murcia (Región de);11. Restaurantes y servicios de alojamiento;2020;1.564.133
Murcia (Región de);11. Restaurantes y servicios de alojamiento;2021;2.011.030
Murcia (Región de);11. Restaurantes y servicios de alojamiento;2022 (P);2.856.475
Murcia (Región de);12. Seguros y servicios financieros;2016;617.206
Murcia (Región de);12. Seguros y servicios financieros;2017;593.632
Murcia (Región de);12. Seguros y servicios financieros;2018;642.893
Murcia (Región de);12. Seguros y servicios financieros;2019;661.601
Murcia (Región de);12. Seguros y servicios financieros;2020;699.707
Murcia (Región de);12. Seguros y servicios financieros;2021;663.303
Murcia (Región de);12. Seguros y servicios financieros;2022 (P);821.274
Murcia (Región de);13. Cuidados personales, protección social y bienes y servicios varios;2016;989.787
Murcia (Región de);13. Cuidados personales, protección social y bienes y servicios varios;2017;1.050.306
Murcia (Región de);13. Cuidados personales, protección social y bienes y servicios varios;2018;1.077.994
Murcia (Región de);13. Cuidados personales, protección social y bienes y servicios varios;2019;1.101.690
Murcia (Región de);13. Cuidados personales, protección social y bienes y servicios varios;2020;937.579
Murcia (Región de);13. Cuidados personales, protección social y bienes y servicios varios;2021;1.005.432
Murcia (Región de);13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);1.141.179
Murcia (Región de);Total gasto en consumo final de los hogares interior;2016;18.422.662
Murcia (Región de);Total gasto en consumo final de los hogares interior;2017;19.375.331
Murcia (Región de);Total gasto en consumo final de los hogares interior;2018;20.128.257
Murcia (Región de);Total gasto en consumo final de los hogares interior;2019;20.240.549
Murcia (Región de);Total gasto en consumo final de los hogares interior;2020;17.331.295
Murcia (Región de);Total gasto en consumo final de los hogares interior;2021;18.918.017
Murcia (Región de);Total gasto en consumo final de los hogares interior;2022 (P);21.644.463
Murcia (Región de);P.3. Gasto en consumo final de los hogares;2016;17.620.109
Murcia (Región de);P.3. Gasto en consumo final de los hogares;2017;18.516.998
Murcia (Región de);P.3. Gasto en consumo final de los hogares;2018;19.150.766
Murcia (Región de);P.3. Gasto en consumo final de los hogares;2019;19.469.779
Murcia (Región de);P.3. Gasto en consumo final de los hogares;2020;17.060.915
Murcia (Región de);P.3. Gasto en consumo final de los hogares;2021;18.651.928
Murcia (Región de);P.3. Gasto en consumo final de los hogares;2022 (P);20.832.575
Murcia (Región de);P.4. Consumo final efectivo de los hogares;2016;22.023.005
Murcia (Región de);P.4. Consumo final efectivo de los hogares;2017;23.043.843
Murcia (Región de);P.4. Consumo final efectivo de los hogares;2018;23.828.295
Murcia (Región de);P.4. Consumo final efectivo de los hogares;2019;24.411.740
Murcia (Región de);P.4. Consumo final efectivo de los hogares;2020;22.286.569
Murcia (Región de);P.4. Consumo final efectivo de los hogares;2021;24.326.036
Murcia (Región de);P.4. Consumo final efectivo de los hogares;2022 (P);26.773.501
Navarra (Comunidad Foral de);01. Alimentos y bebidas no alcohólicas;2016;1.260.140
Navarra (Comunidad Foral de);01. Alimentos y bebidas no alcohólicas;2017;1.281.737
Navarra (Comunidad Foral de);01. Alimentos y bebidas no alcohólicas;2018;1.362.559
Navarra (Comunidad Foral de);01. Alimentos y bebidas no alcohólicas;2019;1.406.223
Navarra (Comunidad Foral de);01. Alimentos y bebidas no alcohólicas;2020;1.539.451
Navarra (Comunidad Foral de);01. Alimentos y bebidas no alcohólicas;2021;1.522.666
Navarra (Comunidad Foral de);01. Alimentos y bebidas no alcohólicas;2022 (P);1.597.079
Navarra (Comunidad Foral de);02. Bebidas alcohólicas, tabaco y narcóticos;2016;457.621
Navarra (Comunidad Foral de);02. Bebidas alcohólicas, tabaco y narcóticos;2017;449.172
Navarra (Comunidad Foral de);02. Bebidas alcohólicas, tabaco y narcóticos;2018;465.208
Navarra (Comunidad Foral de);02. Bebidas alcohólicas, tabaco y narcóticos;2019;480.018
Navarra (Comunidad Foral de);02. Bebidas alcohólicas, tabaco y narcóticos;2020;483.069
Navarra (Comunidad Foral de);02. Bebidas alcohólicas, tabaco y narcóticos;2021;503.225
Navarra (Comunidad Foral de);02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);511.504
Navarra (Comunidad Foral de);03. Artículos de vestir y calzado;2016;451.424
Navarra (Comunidad Foral de);03. Artículos de vestir y calzado;2017;452.028
Navarra (Comunidad Foral de);03. Artículos de vestir y calzado;2018;444.451
Navarra (Comunidad Foral de);03. Artículos de vestir y calzado;2019;455.953
Navarra (Comunidad Foral de);03. Artículos de vestir y calzado;2020;348.090
Navarra (Comunidad Foral de);03. Artículos de vestir y calzado;2021;408.386
Navarra (Comunidad Foral de);03. Artículos de vestir y calzado;2022 (P);428.994
Navarra (Comunidad Foral de);04. Vivienda, agua, electricidad, gas y otros combustibles;2016;2.138.589
Navarra (Comunidad Foral de);04. Vivienda, agua, electricidad, gas y otros combustibles;2017;2.204.537
Navarra (Comunidad Foral de);04. Vivienda, agua, electricidad, gas y otros combustibles;2018;2.252.385
Navarra (Comunidad Foral de);04. Vivienda, agua, electricidad, gas y otros combustibles;2019;2.311.462
Navarra (Comunidad Foral de);04. Vivienda, agua, electricidad, gas y otros combustibles;2020;2.280.480
Navarra (Comunidad Foral de);04. Vivienda, agua, electricidad, gas y otros combustibles;2021;2.405.403
Navarra (Comunidad Foral de);04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);2.532.698
Navarra (Comunidad Foral de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;462.036
Navarra (Comunidad Foral de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;479.789
Navarra (Comunidad Foral de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;484.984
Navarra (Comunidad Foral de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;480.049
Navarra (Comunidad Foral de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;429.922
Navarra (Comunidad Foral de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;491.187
Navarra (Comunidad Foral de);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);489.833
Navarra (Comunidad Foral de);06. Salud;2016;446.427
Navarra (Comunidad Foral de);06. Salud;2017;489.868
Navarra (Comunidad Foral de);06. Salud;2018;498.095
Navarra (Comunidad Foral de);06. Salud;2019;565.504
Navarra (Comunidad Foral de);06. Salud;2020;535.635
Navarra (Comunidad Foral de);06. Salud;2021;532.163
Navarra (Comunidad Foral de);06. Salud;2022 (P);514.990
